0,600
1,1650
2,1125
3,450
4,900
5,825
6,2250
7,1125
8,225
9,600
10,600
11,150
12,2400
13,375
14,1275
15,300
16,450
17,450
18,600
19,975
20,1050
21,1050
22,975
23,675
24,975
25,375
26,675
27,1050
28,375
29,825
30,1800
31,1575
32,825
33,825
34,1125
35,975
36,975
37,1350
38,975
39,600
40,375
41,375
42,0
43,300
44,1350
45,2100
46,825
47,825
48,825
49,1200
50,1050
51,1050
52,1050
53,600
54,300
55,375
56,825
57,825
58,750
59,975
60,300
61,600
62,300
63,375
64,375
65,375
66,375
67,1275
68,1125
69,7875
70,7875
71,0
72,1125
73,1650
74,375
75,1125
76,1125
77,450
78,450
79,975
80,900
81,450
82,600
83,300
84,300
85,600
86,600
87,450
88,1500
89,375
90,1200
91,75
92,1050
93,675
94,675
95,525
96,1350
97,1125
98,1125
99,675
100,600
101,600
102,1125
103,150
104,525
105,825
106,1050
107,1050
108,2400
109,450
110,300
111,300
112,300
113,300
114,300
115,675
116,0
117,675
118,375
119,375
120,375
121,1500
122,1200
123,300
124,300
125,300
126,300
127,300
128,900
129,900
130,900
131,825
132,1425
133,675
134,450
135,750
136,750
137,675
138,450
139,1050
140,1050
141,1050
142,1050
143,375
144,375
145,375
146,525
147,525
148,750
149,1050
150,525
151,4050
152,825
153,2250
154,900
155,1350
156,2250
157,1650
158,675
159,3900
160,300
161,750
162,750
163,1050
164,1050
165,1650
166,825
167,825
168,825
169,825
170,825
171,1200
172,1125
173,1125
174,1275
175,1275
176,525
177,525
178,300
179,300
180,675
181,1575
182,1050
183,1500
184,975
185,975
186,900
187,600
188,600
189,600
190,600
191,600
192,600
193,0
194,900
195,1275
196,900
197,1875
198,750
199,750
200,450
201,375
202,450
203,600
204,300
205,300
206,300
207,975
208,300
209,300
210,300
211,300
212,300
213,975
214,1575
215,450
216,1125
217,1350
218,750
219,0
220,900
221,525
222,975
223,375
224,375
225,1200
226,1500
227,825
228,2025
229,600
230,600
231,600
232,450
233,750
234,750
235,750
236,600
237,600
238,600
239,1200
240,825
241,750
242,675
243,1050
244,1650
245,600
246,600
247,600
248,600
249,600
250,600
251,600
252,600
253,525
254,900
255,975
256,975
257,675
258,975
259,825
260,1500
261,1500
262,375
263,375
264,150
265,2025
266,2025
267,2025
268,675
269,750
270,750
271,3450
272,3450
273,3450
274,3450
275,3450
276,3450
277,3450
278,3450
279,3450
280,3450
281,300
282,1500
283,525
284,675
285,675
286,900
287,900
288,900
289,900
290,1500
291,1500
292,750
293,450
294,450
295,675
296,825
297,1200
298,450
299,1875
300,1275
301,1500
302,1500
303,450
304,1275
305,1275
306,1275
307,1275
308,1275
309,1275
310,1275
311,1275
312,1275
313,1350
314,975
315,1350
316,1500
317,1500
318,1650
319,1575
320,2100
321,2100
322,2100
323,2100
324,2100
325,600
326,600
327,600
328,600
329,600
330,900
331,1800
332,1800
333,1800
334,1800
335,1200
336,1200
337,1200
338,2925
339,675
340,750
341,750
342,1275
343,825
344,1050
345,900
346,3975
347,450
348,450
349,600
350,600
351,900
352,900
353,900
354,1575
355,450
356,450
357,975
358,0
359,825
360,675
361,675
362,675
363,1125
364,825
365,975
366,975
367,525
368,975
369,450
370,450
371,450
372,450
373,450
374,675
375,450
376,450
377,450
378,450
379,450
380,450
381,0
382,1350
383,525
384,1050
385,1050
386,675
387,1200
388,150
389,150
390,375
391,375
392,1500
393,1500
394,525
395,525
396,525
397,1050
398,750
399,525
400,975
401,825
402,450
403,450
404,600
405,525
406,1050
407,1050
408,600
409,600
410,2250
411,2250
412,975
413,675
414,675
415,525
416,525
417,675
418,525
419,525
420,1500
421,975
422,975
423,825
424,825
425,825
426,825
427,1350
428,1050
429,1425
430,975
431,375
432,750
433,675
434,600
435,600
436,900
437,825
438,825
439,3000
440,3000
441,3000
442,3000
443,3000
444,2700
445,1200
446,1275
447,1050
448,1575
449,1350
450,1275
451,375
452,375
453,1575
454,1350
455,1350
456,900
457,1050
458,900
459,600
460,600
461,0
462,1050
463,750
464,1125
465,1125
466,1125
467,675
468,525
469,750
470,450
471,675
472,750
473,6150
474,900
475,750
476,375
477,375
478,375
479,375
480,375
481,375
482,375
483,1200
484,1200
485,1200
486,750
487,750
488,750
489,750
490,300
491,300
492,1200
493,1125
494,1425
495,1425
496,675
497,1725
498,825
499,825
500,1725
501,1725
502,1725
503,1725
504,900
505,0
506,0
507,0
508,0
509,525
510,1575
511,1575
512,1125
513,675
514,375
515,1200
516,1200
517,1200
518,975
519,1200
520,1500
521,825
522,300
523,675
524,3150
525,900
526,1350
527,1275
528,1050
529,975
530,675
531,450
532,450
533,1050
534,1125
535,975
536,900
537,1350
538,1125
539,825
540,675
541,675
542,675
543,675
544,675
545,600
546,600
547,600
548,600
549,600
